X,Y,objectid,feature_type,industry_id,station_name,station_owner,station_description,station_address,station_suburb,station_postcode,station_state,operational_status,spatial_confidence,gnaf_assignment_method,station_revised_date,gnaf_formatted_address,gnaf_address_detail_pid,gnaf_confidence,gnaf_suburb,gnaf_postcode,distance_to_gnaf
145.223975,-37.970468,3040,PETROL STATION,,COLES EXPRESS DANDENONG NORTH,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,166 STUD ROAD,DANDENONG NORTH,3175,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,166 STUD ROAD,GAVIC420085209,1,DANDENONG NORTH,3175,7.69999981
145.076238,-37.862828,3041,PETROL STATION,,COLES EXPRESS ASHBURTON,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,191 HIGH STREET,ASHBURTON,3147,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,191 HIGH STREET,GAVIC419806995,0,ASHBURTON,3147,0
144.88256,-37.8406699999999,3042,PETROL STATION,,CALTEX NEWPORT,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,455 MELBOURNE ROAD,NEWPORT,3015,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,455 MELBOURNE ROAD,GAVIC421134969,1,NEWPORT,3015,9.89999962
144.954051231,-37.688884531,3045,PETROL STATION,,BROADMEADOWS,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,80 CAMP ROAD,BROADMEADOWS,3047,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,80 CAMP ROAD,GAVIC421214637,1,BROADMEADOWS,3047,39.29999924
145.030362,-37.741323,3046,PETROL STATION,,COLES EXPRESS EAST PRESTON,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1-5 MURRAY ROAD,PRESTON,3072,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1-5 MURRAY ROAD,GAVIC421478234,1,PRESTON,3072,9.5
145.183731,-37.836327,3047,PETROL STATION,,CALTEX SAFEWAY FOREST HILL,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,484 CANTERBURY ROAD,FOREST HILL,3131,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,484 CANTERBURY ROAD,GAVIC420801667,1,FOREST HILL,3131,8.5
145.939819,-38.1687219999999,3048,PETROL STATION,,MOBIL WARRAGUL,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,80 ALFRED STREET,WARRAGUL,3820,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,80 ALFRED STREET,GAVIC424609176,1,WARRAGUL,3820,16
145.084438,-38.2411,3049,PETROL STATION,,CALTEX MORNINGTON,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,854 MOOROODUC HIGHWAY,MORNINGTON,3931,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,854 MOOROODUC HIGHWAY,GAVIC420345505,1,MORNINGTON,3931,40.59999847
144.856246,-37.7804369999999,3051,PETROL STATION,3657,BP  BRAYBROOK,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,277-281 BALLARAT ROAD,BRAYBROOK,3019,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,277-281 BALLARAT ROAD,GAVIC420809884,0,BRAYBROOK,3019,31.60000038
145.038017,-37.8731089999999,3053,PETROL STATION,,COLES EXPRESS MALVERN,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,763-779 DANDENONG ROAD,MALVERN EAST,3145,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,763-779 DANDENONG ROAD,GAVIC421191660,1,MALVERN EAST,3145,14.80000019
146.436317,-38.234519,3054,PETROL STATION,3062,BP MIDVALLEY,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,52 VESTAN DRIVE,MORWELL,3840,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,52 VESTAN DRIVE,GAVIC421629593,0,MORWELL,3840,27.10000038
144.680917,-37.8931229999999,3057,PETROL STATION,,COLES EXPRESS WERRIBEE PARK,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,137-139 PRINCES HIGHWAY,WERRIBEE,3030,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,137-139 PRINCES HIGHWAY,GAVIC421372267,1,WERRIBEE,3030,10.89999962
145.309381,-38.0102009999999,3058,PETROL STATION,,COLES EXPRESS NARRE WARREN NORTH,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,155-171 NARRE WARREN NORTH ROAD,NARRE WARREN,3805,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,155-171 NARRE WARREN NORTH ROAD,GAVIC421295494,1,NARRE WARREN,3805,18.5
145.112541,-37.773174,3059,PETROL STATION,,SAFEWAY CALTEX LOWER TEMPLESTOWE,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,323 MANNINGHAM ROAD,TEMPLESTOWE LOWER,3107,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,323 MANNINGHAM ROAD,GAVIC420408316,1,TEMPLESTOWE LOWER,3107,14.60000038
146.420052,-38.3130839999999,3061,PETROL STATION,412017,MOBIL CHURCHILL,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,6 GEORGINA PLACE,CHURCHILL,3842,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,6 GEORGINA PLACE,GAVIC421555627,0,CHURCHILL,3842,100.5
144.961622,-37.70879,3062,PETROL STATION,,COLES EXPRESS FAWKNER,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1182 SYDNEY ROAD,FAWKNER,3060,VIC,OPERATIONAL,1,GNAF ADDRESS MATCH,25/07/2011,1182 SYDNEY ROAD,GAVIC420246796,1,FAWKNER,3060,11.39999962
146.5344,-38.199372,3066,PETROL STATION,,COLES EXPRESS TRARALGON,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,115 PRINCES STREET,TRARALGON,3844,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,115 PRINCES STREET,GAVIC423231426,0,TRARALGON,3844,10.39999962
144.883176,-37.6868009999999,3068,PETROL STATION,,SHELL GLADSTONE PARK,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,210-212 MICKLEHAM ROAD,GLADSTONE PARK,3043,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,210-212 MICKLEHAM ROAD,GAVIC421762014,1,GLADSTONE PARK,3043,15.30000019
144.94941,-37.287325,3069,PETROL STATION,5457,BP KILMORE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,102 SYDNEY STREET,KILMORE,3764,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,102 SYDNEY STREET,GAVIC421535508,0,KILMORE,3764,25.5
145.003658,-37.9289009999999,3073,PETROL STATION,138,BP 2GO BRIGHTON,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,601 HAMPTON STREET,BRIGHTON,3186,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,601 HAMPTON STREET,GAVIC421434996,1,BRIGHTON,3186,20
145.226582,-37.847075,3076,PETROL STATION,,SAFEWAY CALTEX WANTIRNA,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,699 BORONIA ROAD,WANTIRNA,3152,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,699 BORONIA ROAD,GAVIC420778689,2,WANTIRNA,3152,19.20000076
145.090221,-37.892748,3077,PETROL STATION,5592,BP OAKLEIGH,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1523 DANDENONG ROAD,OAKLEIGH,3166,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1523 DANDENONG ROAD,GAVIC423703947,1,OAKLEIGH,3166,11
145.2755881,-37.9106960999999,3078,PETROL STATION,,FERNTREE GULLY,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,510 NAPOLEON ROAD,FERNTREE GULLY,3156,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,510 NAPOLEON ROAD,GAVIC422312242,2,LYSTERFIELD,3156,23.10000038
145.149291992,-37.712097168,3079,PETROL STATION,,ELTHAM,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1050 MAIN ROAD,ELTHAM,3095,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1050 MAIN ROAD,GAVIC423555983,1,ELTHAM,3095,1.5
145.022315,-37.6955199999999,3080,PETROL STATION,3725,BP  THOMASTOWN - KEON PARADE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,72 KEON PARADE,THOMASTOWN,3074,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,72 KEON PARADE,GAVIC422160764,1,THOMASTOWN,3074,41.20000076
145.222234,-37.8763949999999,3081,PETROL STATION,,CALTEX WANTIRNA SOUTH,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1321 HIGH STREET ROAD,WANTIRNA SOUTH,3152,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1321 HIGH STREET ROAD,GAVIC419913790,1,WANTIRNA SOUTH,3152,26.39999962
145.188693,-37.9111569999999,3082,PETROL STATION,,SAFEWAY CALTEX WHEELERS HILL,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,212-216 JELLS ROAD,WHEELERS HILL,3150,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,212-216 JELLS ROAD,GAVIC420091922,1,WHEELERS HILL,3150,11
144.779007,-37.7416299999999,3085,PETROL STATION,,7 ELEVEN KINGS PARK,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 KINGS ROAD,KINGS PARK,3021,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,1 KINGS ROAD,GAVIC420776475,2,KINGS PARK,3021,13.19999981
144.918573,-37.831133,3086,PETROL STATION,,COLES EXPRESS WESTGATE SOUTH,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 WEST GATE FREEWAY,PORT MELBOURNE,3207,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,2 WEST GATE FREEWAY,GAVIC424369998,1,PORT MELBOURNE,3207,64.80000305
145.159521,-37.799696,3088,PETROL STATION,,SAFEWAY CALTEX BLACKBURN NORTH,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,5-15 BLACKBURN ROAD,BLACKBURN NORTH,3109,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,5-15 BLACKBURN ROAD,GAVIC421993880,1,DONCASTER EAST,3109,13.60000038
144.354054,-38.101941,3089,PETROL STATION,3276,BP CONNECT CORFORD,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,402-412 MELBOURNE ROAD,NORLANE,3214,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,402-412 MELBOURNE ROAD,GAVIC718998811,1,NORLANE,3214,13.89999962
145.223671,-37.971648,3090,PETROL STATION,,UNKNOWN,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,158-164 STUD ROAD,DANDENONG,3175,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,158-164 STUD ROAD,GAVIC423236958,2,DANDENONG,3175,5.19999981
144.897094727,-37.769714355,3091,PETROL STATION,,MARIBYRNONG,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,33 RALEIGH ROAD,MARIBYRNONG,3032,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,33 RALEIGH ROAD,GAVIC419604064,1,MARIBYRNONG,3032,11.5
145.69614,-37.753463,3092,PETROL STATION,,SHELL WARBURTON,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,3458 WARBURTON HIGHWAY,WARBURTON,3799,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,3458 WARBURTON HIGHWAY,GAVIC421368897,1,WARBURTON,3799,16.5
145.147092,-38.1191919999999,3093,PETROL STATION,157,BP EXPRESS FRANKSTON,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,296-298 FRANKSTON-DANDENONG ROAD,SEAFORD,3198,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,296-298 FRANKSTON-DANDENONG ROAD,GAVIC422147835,0,SEAFORD,3198,9.10000038
145.459017,-37.777482,3094,PETROL STATION,,PACE MOTORS SEVILLE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,567 WARBURTON HIGHWAY,SEVILLE,3139,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,567 WARBURTON HIGHWAY,GAVIC421849978,2,SEVILLE,3139,23.10000038
145.081925,-37.760463,3095,PETROL STATION,,CALTEX BULLEEN,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,39 BRIDGE STREET,BULLEEN,3105,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,39 BRIDGE STREET,GAVIC413292088,0,BULLEEN,3105,13.30000019
145.1143421,-37.8170961,3096,PETROL STATION,,BOX HILL,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,786 WHITEHORSE ROAD,BOX HILL,3127,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,786 WHITEHORSE ROAD,GAVIC413411272,2,MONT ALBERT,3127,8
145.747896,-37.5097489999999,3097,PETROL STATION,,CALTEX MARYSVILLE,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,10 MURCHISON STREET,MARYSVILLE,3779,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,10 MURCHISON STREET,GAVIC423227428,1,MARYSVILLE,3779,36.29999924
144.979816,-37.7983359999999,3098,PETROL STATION,272,BP  FITZROY,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,143-153 JOHNSTON STREET,FITZROY NORTH,3065,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,143-153 JOHNSTON STREET,GAVIC413092820,1,FITZROY,3065,3.70000005
144.887255,-37.677005,3100,PETROL STATION,,RAYMONDS ,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,36 FAWKNER STREET,WESTMEADOWS,3049,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,36 FAWKNER STREET,GAVIC413005712,1,WESTMEADOWS,3049,11.30000019
145.2918211,-37.8884691,3101,PETROL STATION,,FERNTREE GULLY,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1025-1027 BURWOOD HIGHWAY,FERNTREE GULLY,3156,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,1025-1027 BURWOOD HIGHWAY,GAVIC413663336,1,FERNTREE GULLY,3156,13.89999962
145.129287,-37.876628,3103,PETROL STATION,,COLES EXPRESS MOUNT WAVERLEY,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,258-260 STEPHENSONS ROAD,MOUNT WAVERLEY,3149,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,258-260 STEPHENSONS ROAD,GAVIC420382494,1,MOUNT WAVERLEY,3149,9.89999962
145.031677246,-37.7932128909999,3107,PETROL STATION,,KEW,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,103-105 EARL STREET,KEW,3101,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,103-105 EARL STREET,GAVIC420762256,1,KEW,3101,7.4000001
144.8831571,-37.8409281,3108,PETROL STATION,,NEWPORT,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,438 MELBOURNE ROAD,NEWPORT,3015,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,438 MELBOURNE ROAD,GAVIC419621132,1,NEWPORT,3015,16.5
145.051446,-37.808938,3109,PETROL STATION,,COLES EXPRESS COTHAM ROAD,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,245 COTHAM ROAD,KEW,3101,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,245 COTHAM ROAD,GAVIC419840660,1,KEW,3101,19.70000076
145.16061,-37.963695,3110,PETROL STATION,127,BP HEATHERHILL,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,974 HEATHERTON ROAD,SPRINGVALE SOUTH,3172,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,974 HEATHERTON ROAD,GAVIC419898363,0,SPRINGVALE SOUTH,3172,8.19999981
144.988849,-37.826521,3112,PETROL STATION,,COLES EXPRESS RICHMOND,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,399-411 PUNT ROAD,CREMORNE,3121,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,399-411 PUNT ROAD,GAVIC421134282,1,CREMORNE,3121,14
145.122509,-38.140702,3114,PETROL STATION,,COLES EXPRESS FRANKSTON,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,413 NEPEAN HIGHWAY,FRANKSTON,3199,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,413 NEPEAN HIGHWAY,GAVIC419853997,1,FRANKSTON,3199,5.5999999
145.123944,-37.898746,3115,PETROL STATION,3226,BP FERNHILL,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,555-559 STEPHENSONS ROAD,MOUNT WAVERLEY,3149,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,555-559 STEPHENSONS ROAD,GAVIC421890393,2,MOUNT WAVERLEY,3149,20.10000038
145.244595,-38.055063,3116,PETROL STATION,,COLES EXPRESS LYNDHURST,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,210 DANDENONG-HASTINGS ROAD,LYNDHURST,3975,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,210 DANDENONG-HASTINGS ROAD,GAVIC419752197,2,LYNDHURST,3975,28
145.076206,-37.8124539999999,3118,PETROL STATION,,SAFEWAY CALTEX BALWYN,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,192 WHITEHORSE ROAD,BALWYN,3103,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,192 WHITEHORSE ROAD,GAVIC420025485,2,BALWYN,3103,14.10000038
144.636393,-37.908135,3119,PETROL STATION,3321,BP WERRIBEE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,149-153 WALLS ROAD,WERRIBEE,3030,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,149-153 WALLS ROAD,GAVIC421817743,2,WERRIBEE,3030,6.0999999
145.510491,-37.6570639999999,3120,PETROL STATION,,COLES EXPRESS HEALESVILLE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,123 MAROONDAH HIGHWAY,HEALESVILLE,3777,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,123 MAROONDAH HIGHWAY,GAVIC420153444,1,HEALESVILLE,3777,11.5
145.058415,-37.823887,3121,PETROL STATION,,COLES EXPRESS CAMBERWELL,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,800-802 BURKE ROAD,CAMBERWELL,3124,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,800-802 BURKE ROAD,GAVIC421299002,0,CAMBERWELL,3124,8.69999981
145.104268,-37.850578,3123,PETROL STATION,3888,BP  BURWOOD,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,144 BURWOOD HIGHWAY,BURWOOD,3125,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,144 BURWOOD HIGHWAY,GAVIC420697566,1,BURWOOD,3125,13.30000019
145.0834081,-37.9178901,3125,PETROL STATION,,OAKLEIGH SOUTH,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,699-701 WARRIGAL ROAD,OAKLEIGH SOUTH,3165,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,699-701 WARRIGAL ROAD,GAVIC423109356,1,BENTLEIGH EAST,3165,13.60000038
144.915166,-37.703143,3128,PETROL STATION,,CALTEX GLENROY,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,849 PASCOE VALE ROAD,GLENROY,3046,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,849 PASCOE VALE ROAD,GAVIC419934967,0,GLENROY,3046,11.5
145.1730451,-37.7017671,3129,PETROL STATION,,RESEARCH,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1419 MAIN ROAD,RESEARCH,3095,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,1419 MAIN ROAD,GAVIC413256711,1,ELTHAM,3095,26.70000076
144.919131,-37.8290739999999,3130,PETROL STATION,,COLES EXPRESS WESTGATE NORTH,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 WEST GATE FREEWAY,PORT MELBOURNE,3207,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1 WEST GATE FREEWAY,GAVIC424369997,1,PORT MELBOURNE,3207,28
145.2736351,-38.0021341,3131,PETROL STATION,,HALLAM,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,25-29 BELGRAVE-HALLAM ROAD,HALLAM,3803,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,25-29 BELGRAVE-HALLAM ROAD,GAVIC419791652,1,HALLAM,3803,22.70000076
144.997886,-37.8395149999999,3133,PETROL STATION,,COLES EXPRESS SOUTH YARRA,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,325 TOORAK ROAD,SOUTH YARRA,3141,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,325 TOORAK ROAD,GAVIC412316504,1,SOUTH YARRA,3141,10
144.752625,-37.762077,3135,PETROL STATION,3857,BP  DEER PARK,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1001-1007 WESTERN HIGHWAY,DEER PARK,3023,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1001-1007 WESTERN HIGHWAY,GAVIC420198071,1,RAVENHALL,3023,11.80000019
144.985462,-37.845425,3136,PETROL STATION,,CALTEX SAFEWAY SOUTH YARRA,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,262-268 PUNT ROAD,SOUTH YARRA,3141,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,262-268 PUNT ROAD,GAVIC420927919,0,SOUTH YARRA,3141,16.89999962
145.088426,-37.89377,3137,PETROL STATION,,COLES EXPRESS OAKLEIGH,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1386-1388 DANDENONG ROAD,OAKLEIGH,3166,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1386-1388 DANDENONG ROAD,GAVIC424237014,0,OAKLEIGH,3166,46.59999847
145.425572,-37.211695,3138,PETROL STATION,412044,MOBIL YEA,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,31 HIGH STREET,YEA,3717,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,31 HIGH STREET,GAVIC420876335,1,YEA,3717,13.89999962
144.684652,-37.8633599999999,3140,PETROL STATION,,SAFEWAY CALTEX WERRIBEE,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,289-293 DERRIMUT ROAD,HOPPERS CROSSING,3029,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,289-293 DERRIMUT ROAD,GAVIC420196458,1,HOPPERS CROSSING,3029,47.20000076
