id,Station Name,Address,City,Postal Code,Region,Latitude,Longitude,Category,Fuel Prices,Location Details,brand
198,BP GREENLEIGH,131-135 GRIMSHAW STREET,GREENSBOROUGH,3088,VIC,-37.7000,145.1000,PETROL STATION,,GREENSBOROUGH,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
227,BP HARCOURT,34 HIGH STREET,HARCOURT,3453,VIC,-37.0000,144.2600,PETROL STATION,,HARCOURT,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
155,BP HEALESVILLE,66 MAROONDAH HIGHWAY,HEALESVILLE,3777,VIC,-37.6600,145.5100,PETROL STATION,,HEALESVILLE,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
183,BP HEATHERHILL,974 HEATHERTON ROAD,SPRINGVALE SOUTH,3172,VIC,-37.9600,145.1600,PETROL STATION,,SPRINGVALE SOUTH,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
166,BP HIGHBLUFF,359 BLUFF ROAD,HAMPTON,3188,VIC,-37.9500,145.0200,PETROL STATION,,HAMPTON,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
182,BP HOPETOUN,95 LASCELLES STREET,HOPETOUN,3396,VIC,-35.7300,142.3700,PETROL STATION,,HOPETOUN,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
205,BP KEALBA,100 SUNSHINE AVENUE,KEALBA,3021,VIC,-37.7400,144.8300,PETROL STATION,,KEALBA,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
229,BP KEILOR PARK DRIVE,19 KEILOR PARK DRIVE,KEILOR PARK,3042,VIC,-37.7200,144.8500,PETROL STATION,,KEILOR PARK,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
119,BP KERANG,19 WELLINGTON STREET,KERANG,3579,VIC,-35.7300,143.9200,PETROL STATION,,KERANG,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
157,BP KERANG,90 BENDIGO ROAD,KERANG,3579,VIC,-35.7400,143.9200,PETROL STATION,,KERANG,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
175,BP KILMORE,102 SYDNEY STREET,KILMORE,3764,VIC,-37.2900,144.9500,PETROL STATION,,KILMORE,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
206,BP KYABRAM,10 ALLAN STREET,KYABRAM,3620,VIC,-36.3100,145.0300,PETROL STATION,,KYABRAM,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
158,BP LARA,1 FOREST ROAD,LARA,3212,VIC,-38.0200,144.4000,PETROL STATION,,LARA,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
145,BP LAVERTON,15 FITZGERALD ROAD,LAVERTON NORTH,3026,VIC,-37.8400,144.7800,PETROL STATION,,LAVERTON NORTH,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
195,BP LILYDALE,473 MAROONDAH HIGHWAY,LILYDALE,3140,VIC,-37.7500,145.3700,PETROL STATION,,LILYDALE,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
125,BP LITTLE RIVER GEELONG BOUND,20 POUSTIES ROAD,AVALON,3212,VIC,-38.0000,144.4900,PETROL STATION,,AVALON,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
172,BP LONG GULLY,187 EAGLEHAWK ROAD,LONG GULLY,3550,VIC,-36.7400,144.2600,PETROL STATION,,LONG GULLY,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
212,BP MALVERN,1367 HIGH STREET,MALVERN,3144,VIC,-37.8600,145.0400,PETROL STATION,,MALVERN,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
192,BP MARIBYRNONG,31 RALEIGH ROAD,MARIBYRNONG,3032,VIC,-37.7700,144.9000,PETROL STATION,,MARIBYRNONG,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
154,BP MERBEIN,59 COMMERCIAL STREET,MERBEIN,3505,VIC,-34.1700,142.0600,PETROL STATION,,MERBEIN,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
79,BP MIDLAND,92-94 BRIDGE STREET,BENALLA,3672,VIC,-36.5600,145.9700,PETROL STATION,,BENALLA,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
171,BP MIDVALLEY,52 VESTAN DRIVE,MORWELL,3840,VIC,-38.2300,146.4400,PETROL STATION,,MORWELL,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
116,BP MILDURA,719-721 FIFTEENTH STREET,MILDURA,3500,VIC,-34.2100,142.1500,PETROL STATION,,MILDURA,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
245,BP MOOROOLBARK,103-105 CARDIGAN ROAD,MOOROOLBARK,3138,VIC,-37.7900,145.3300,PETROL STATION,,MOOROOLBARK,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
187,BP MORTLAKE,59 DUNLOP STREET,MORTLAKE,3272,VIC,-38.0800,142.8000,PETROL STATION,,MORTLAKE,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
217,BP MURTOA ,50 DUNCAN STREET,MURTOA,3390,VIC,-36.6200,142.4700,PETROL STATION,,MURTOA,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
201,BP NELSON,6537 PORTLAND-NELSON ROAD,NELSON,3292,VIC,-38.0500,141.0100,PETROL STATION,,NELSON,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
207,BP NYAH,2599 MURRAY VALLEY HIGHWAY,NYAH,3594,VIC,-35.1900,143.3800,PETROL STATION,,NYAH,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
151,BP OAKLEIGH,1400 DANDENONG ROAD,OAKLEIGH,3166,VIC,-37.8900,145.0900,PETROL STATION,,OAKLEIGH,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
177,BP OAKLEIGH,1523 DANDENONG ROAD,OAKLEIGH,3166,VIC,-37.8900,145.0900,PETROL STATION,,OAKLEIGH,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
240,BP ONE STOP,922-924 RAGLAN PARADE,WARRNAMBOOL,3280,VIC,-38.3700,142.4700,PETROL STATION,,WARRNAMBOOL,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
164,BP ONE STOP - WARRNAMBOOL,98 MORTLAKE ROAD,WARRNAMBOOL,3280,VIC,-38.3700,142.4900,PETROL STATION,,WARRNAMBOOL,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
213,BP OUTBOUND,171-173 HUME HIGHWAY,SOMERTON,3062,VIC,-37.6300,144.9500,PETROL STATION,,SOMERTON,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
128,BP OUYEN FUEL AND FOOD,1 FARRELL STREET,OUYEN,3490,VIC,-35.0700,142.3200,PETROL STATION,,OUYEN,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
210,BP PARKS,65 GRANT STREET,MADDINGLEY,3340,VIC,-37.6800,144.4300,PETROL STATION,,MADDINGLEY,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
204,BP PORTLAND,145 PERCY STREET,PORTLAND,3305,VIC,-38.3400,141.6000,PETROL STATION,,PORTLAND,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
451,BP POULTONS GARAGE,70 MAIN ROAD,RIDDELLS CREEK,3431,VIC,-37.4600,144.6800,PETROL STATION,,RIDDELLS CREEK,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
134,BP ROCHESTER,22 RAMSAY STREET,ROCHESTER,3561,VIC,-36.3600,144.7000,PETROL STATION,,ROCHESTER,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
141,BP ROOKSBY,417 CANTERBURY ROAD,VERMONT,3133,VIC,-37.8400,145.1900,PETROL STATION,,VERMONT,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
218,BP SEYMOUR,56-58 ANZAC AVENUE,SEYMOUR,3660,VIC,-37.0300,145.1400,PETROL STATION,,SEYMOUR,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
117,BP SOUTH SHEPPARTON,8042 GOULBURN VALLEY HIGHWAY,KIALLA,3631,VIC,-36.4100,145.3900,PETROL STATION,,KIALLA,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
214,BP SPRINT,66-72 HAMPSHIRE ROAD,SUNSHINE,3020,VIC,-37.7900,144.8300,PETROL STATION,,SUNSHINE,BP.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/8dp8lKdUIKL9PTLqEjgfjhyA2OXBCxQa_2abd109a8cf3c8978a585dcd1c2579edd9593c831d0e20cf228af2c2bdf720dc.png)
168,BP STAWELL,55-57 LONGFIELD STREET,STAWELL,3380,VIC,-37.0600,142.7600,PETROL STATION,,STAWELL,
138,BP STRATFORD,25 TYERS STREET,STRATFORD,3862,VIC,-37.9700,147.0800,PETROL STATION,,STRATFORD,
241,BP SUPREMACY,56 NEPEAN HIGHWAY,MENTONE,3194,VIC,-37.9800,145.0700,PETROL STATION,,MENTONE,
173,BP TALLANGATTA,13 TOWONG STREET,TALLANGATTA,3700,VIC,-36.2200,147.1800,PETROL STATION,,TALLANGATTA,
231,BP TARADALE,124 HIGH STREET,TARADALE,3447,VIC,-37.1400,144.3500,PETROL STATION,,TARADALE,
139,BP TAYLORS LAKES,25 MELTON HIGHWAY,TAYLORS LAKES,3038,VIC,-37.7000,144.8000,PETROL STATION,,TAYLORS LAKES,
123,BP TECOMA,1524 BURWOOD HIGHWAY,TECOMA,3160,VIC,-37.9100,145.3400,PETROL STATION,,TECOMA,
199,BP TRARALGON,220 PRINCES STREET,TRARALGON,3844,VIC,-38.2000,146.5100,PETROL STATION,,TRARALGON,
184,BP WALPEUP GARAGE,11 CREGAN STREET,WALPEUP,3507,VIC,-35.1400,142.0200,PETROL STATION,,WALPEUP,
186,BP WERRIBEE,149-153 WALLS ROAD,WERRIBEE,3030,VIC,-37.9100,144.6400,PETROL STATION,,WERRIBEE,
169,BP WEST BALLARAT,1601 STURT STREET,BALLARAT,3350,VIC,-37.5600,143.8200,PETROL STATION,,BALLARAT,
118,BP WESTERNPORT HIGHWAY,910 THOMPSONS ROAD,CRANBOURNE WEST,3977,VIC,-38.0800,145.2400,PETROL STATION,,CRANBOURNE WEST,
196,BP WILLIAMSTOWN,261-269 MELBOURNE ROAD,NEWPORT,3015,VIC,-37.8500,144.8900,PETROL STATION,,NEWPORT,
661,BP WOLLERT,110 Harvest Home Road,Wollert,3750,Victoria,,,,,,
144,BP WOODEND,130 HIGH STREET,WOODEND,3442,VIC,-37.3600,144.5300,PETROL STATION,,WOODEND,
133,BP WURRUK,17 PRINCES HIGHWAY,WURRUK,3850,VIC,-38.1100,147.0400,PETROL STATION,,WURRUK,
209,BP WYNDHAM,2-8 MORRIS ROAD,HOPPERS CROSSING,3029,VIC,-37.8800,144.7000,PETROL STATION,,HOPPERS CROSSING,
143,BP WYNDHAM VALE,210 BALLAN ROAD,WYNDHAM VALE,3024,VIC,-37.8900,144.6300,PETROL STATION,,WYNDHAM VALE,
99,BRANDON PARK,602-606 FERNTREE GULLY ROAD,BRANDON PARK,3150,VIC,-37.9000,145.1600,PETROL STATION,,BRANDON PARK,
631,BROADMEADOWS,80 CAMP ROAD,BROADMEADOWS,3047,VIC,-37.6900,144.9500,PETROL STATION,,BROADMEADOWS,
615,BRUNSWICK WEST MELVILLE ,134-136 MELVILLE ROAD,BRUNSWICK WEST,3055,VIC,-37.7600,144.9400,PETROL STATION,,BRUNSWICK WEST,
642,BULLEEN,208 BULLEEN ROAD,BULLEEN,3105,VIC,-37.7600,145.0800,PETROL STATION,,BULLEEN,
295,CALTEX,7 BRADFORD STREET,WODONGA,3690,VIC,-36.1200,146.9000,PETROL STATION,,WODONGA,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
373,CALTEX ABBOTSFORD,28-40 HODDLE STREET,ABBOTSFORD,3067,VIC,-37.8100,144.9900,PETROL STATION,,ABBOTSFORD,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
340,CALTEX ALBERT PARK,370 FERRARS STREET,ALBERT PARK,3206,VIC,-37.8400,144.9600,PETROL STATION,,ALBERT PARK,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
304,CALTEX ARARAT,8475 WESTERN HIGHWAY,ARARAT,3377,VIC,-37.3000,142.9900,PETROL STATION,,ARARAT,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
317,CALTEX ASCOT VALE,1 EPSOM ROAD,ASCOT VALE,3032,VIC,-37.7700,144.9100,PETROL STATION,,ASCOT VALE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
283,CALTEX AVENEL,54 JONES STREET,AVENEL,3664,VIC,-36.9100,145.2400,PETROL STATION,,AVENEL,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
293,CALTEX AVONDALE HEIGHTS,160 MILITARY ROAD,AVONDALE HEIGHTS,3034,VIC,-37.7600,144.8600,PETROL STATION,,AVONDALE HEIGHTS,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
270,CALTEX BAIRNSDALE,322 MAIN STREET,BAIRNSDALE,3875,VIC,-37.8300,147.6200,PETROL STATION,,BAIRNSDALE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
433,CALTEX BAXTER,21 BAXTER-TOORADIN ROAD,BAXTER,3911,VIC,-38.1900,145.1500,PETROL STATION,,BAXTER,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
336,CALTEX BENALLA,159-161 BRIDGE STREET,BENALLA,3672,VIC,-36.5500,145.9900,PETROL STATION,,BENALLA,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
25,CALTEX BENDIGO,68 CARPENTER STREET,BENDIGO,3550,VIC,-36.7800,144.2800,PETROL STATION,,BENDIGO,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
351,CALTEX BENDIGO,224-226 MCCRAE STREET,BENDIGO,3550,VIC,-36.7500,144.2900,PETROL STATION,,BENDIGO,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
390,CALTEX BENDIGO,285 HIGH STREET,BENDIGO,3555,VIC,-36.8100,144.2400,PETROL STATION,,BENDIGO,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
267,CALTEX BENDIGO,51 SANDHURST ROAD,BENDIGO,3556,VIC,-36.7300,144.2600,PETROL STATION,,BENDIGO,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
349,CALTEX BLAIRGOWRIE,2867 POINT NEPEAN ROAD,BLAIRGOWRIE,3942,VIC,-38.3600,144.7800,PETROL STATION,,BLAIRGOWRIE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
346,CALTEX BROADMEADOWS,184 WIDFORD STREET,BROADMEADOWS,3047,VIC,-37.6900,144.9300,PETROL STATION,,BROADMEADOWS,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
405,CALTEX BROADMEADOWS,204 WIDFORD STREET,BROADMEADOWS,3047,VIC,-37.6900,144.9300,PETROL STATION,,BROADMEADOWS,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
419,CALTEX BROADMEADOWS,1063-1067 PASCOE VALE ROAD,BROADMEADOWS,3047,VIC,-37.6800,144.9200,PETROL STATION,,BROADMEADOWS,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
425,CALTEX BRUNSWICK EAST,382-386 LYGON STREET,BRUNSWICK EAST,3057,VIC,-37.7700,144.9700,PETROL STATION,,BRUNSWICK EAST,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
363,CALTEX BULLEEN,39 BRIDGE STREET,BULLEEN,3105,VIC,-37.7600,145.0800,PETROL STATION,,BULLEEN,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
386,CALTEX BUNYIP,3245 PRINCES HIGHWAY,BUNYIP,3815,VIC,-38.0700,145.7100,PETROL STATION,,BUNYIP,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
298,CALTEX BURNSIDE,970 WESTERN HIGHWAY,BURNSIDE,3023,VIC,-37.7600,144.7600,PETROL STATION,,BURNSIDE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
399,CALTEX CAMPERDOWN,319 MANIFOLD STREET,CAMPERDOWN,3260,VIC,-38.2300,143.1400,PETROL STATION,,CAMPERDOWN,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
